symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SPY,2026-08-11 13:01:00+00:00,774.34,774.35,774.24,774.24,751.0,49.0,774.312994
SPY,2026-08-11 13:02:00+00:00,774.19,774.27,774.18,774.27,857.0,38.0,774.228077
SPY,2026-08-11 13:03:00+00:00,774.28,774.33,774.2562,774.33,607.0,35.0,774.285682
SPY,2026-08-11 13:04:00+00:00,774.32,774.32,774.24,774.24,1326.0,56.0,774.267433
SPY,2026-08-11 13:05:00+00:00,774.3,774.34,774.3,774.339,1180.0,34.0,774.33478
SPY,2026-08-11 13:06:00+00:00,774.43,774.5,774.42,774.4577,1510.0,49.0,774.446931
SPY,2026-08-11 13:07:00+00:00,774.47,774.5,774.46,774.5,2207.0,51.0,774.474542
SPY,2026-08-11 13:08:00+00:00,774.5,774.529,774.47,774.489,2034.0,59.0,774.500395
SPY,2026-08-11 13:09:00+00:00,774.45,774.48,774.43,774.43,1701.0,34.0,774.452674
SPY,2026-08-11 13:10:00+00:00,774.45,774.45,774.4102,774.4102,1183.0,40.0,774.423744
SPY,2026-08-11 13:11:00+00:00,774.32,774.37,774.32,774.37,543.0,55.0,774.333298
SPY,2026-08-11 13:12:00+00:00,774.34,774.34,774.1482,774.1482,4831.0,114.0,774.214559
SPY,2026-08-11 13:13:00+00:00,774.149,774.1676,774.03,774.16,7929.0,153.0,774.10103
SPY,2026-08-11 13:14:00+00:00,774.16,774.16,774.14,774.14,2197.0,45.0,774.154452
SPY,2026-08-11 13:15:00+00:00,774.08,774.09,774.01,774.0399,7044.0,113.0,774.019993
SPY,2026-08-11 13:16:00+00:00,774.11,774.119,774.08,774.11,2564.0,50.0,774.11368
SPY,2026-08-11 13:17:00+00:00,774.26,774.54,774.26,774.43,5517.0,92.0,774.443002
SPY,2026-08-11 13:18:00+00:00,774.44,774.5,774.39,774.43,2893.0,70.0,774.438816
SPY,2026-08-11 13:19:00+00:00,774.44,774.53,774.4,774.45,3334.0,85.0,774.463829
SPY,2026-08-11 13:20:00+00:00,774.45,774.47,774.39,774.45,6904.0,113.0,774.412193
SPY,2026-08-11 13:21:00+00:00,774.45,774.48,774.39,774.46,3917.0,75.0,774.443824
SPY,2026-08-11 13:22:00+00:00,774.47,774.52,774.44,774.5,6213.0,108.0,774.479859
SPY,2026-08-11 13:23:00+00:00,774.47,774.51,774.45,774.45,2903.0,87.0,774.476814
SPY,2026-08-11 13:24:00+00:00,774.43,774.47,774.38,774.45,4610.0,102.0,774.417964
SPY,2026-08-11 13:25:00+00:00,774.48,774.55,774.37,774.49,7741.0,142.0,774.45317
SPY,2026-08-11 13:26:00+00:00,774.45,774.49,774.31,774.4,15053.0,245.0,774.382056
SPY,2026-08-11 13:27:00+00:00,774.42,774.66,774.4,774.64,12525.0,190.0,774.528384
SPY,2026-08-11 13:28:00+00:00,774.66,774.66,774.57,774.6,17838.0,213.0,774.60611
SPY,2026-08-11 13:29:00+00:00,774.58,774.58,774.4703,774.53,10047.0,161.0,774.523427
SPY,2026-08-11 13:30:00+00:00,774.53,774.61,773.83,773.94,322850.0,6177.0,774.327885
SPY,2026-08-11 13:31:00+00:00,773.95,774.07,773.51,773.57,140899.0,2521.0,773.693554
SPY,2026-08-11 13:32:00+00:00,773.56,773.66,773.32,773.485,122188.0,2131.0,773.478954
SPY,2026-08-11 13:33:00+00:00,773.48,773.62,773.23,773.31,133131.0,2328.0,773.446122
SPY,2026-08-11 13:34:00+00:00,773.3078,773.52,773.3078,773.47,88865.0,1689.0,773.43994
SPY,2026-08-11 13:35:00+00:00,773.46,773.47,773.01,773.04,106721.0,1957.0,773.214743
SPY,2026-08-11 13:36:00+00:00,773.05,773.3688,772.96,773.23,81845.0,1919.0,773.179878
SPY,2026-08-11 13:37:00+00:00,773.24,773.54,773.21,773.3,98861.0,1957.0,773.375108
SPY,2026-08-11 13:38:00+00:00,773.3088,773.32,772.8807,773.03,64907.0,1511.0,773.064892
SPY,2026-08-11 13:39:00+00:00,773.03,773.11,772.865,773.11,73242.0,1427.0,772.980284
SPY,2026-08-11 13:40:00+00:00,773.1198,773.44,773.1,773.43,72532.0,1646.0,773.281258
SPY,2026-08-11 13:41:00+00:00,773.43,773.65,773.3,773.6,72007.0,1482.0,773.475729
SPY,2026-08-11 13:42:00+00:00,773.5901,773.71,773.3399,773.565,80366.0,1433.0,773.582721
SPY,2026-08-11 13:43:00+00:00,773.57,773.6083,773.3424,773.38,35393.0,1046.0,773.500372
SPY,2026-08-11 13:44:00+00:00,773.39,773.5879,773.21,773.3,64992.0,1290.0,773.358776
SPY,2026-08-11 13:45:00+00:00,773.3,773.485,772.965,772.9886,83984.0,1633.0,773.240475
SPY,2026-08-11 13:46:00+00:00,772.98,773.065,772.62,772.9,188440.0,3262.0,772.838728
SPY,2026-08-11 13:47:00+00:00,772.9,772.975,772.62,772.7699,101591.0,1542.0,772.757398
SPY,2026-08-11 13:48:00+00:00,772.77,772.85,772.58,772.7901,54983.0,1231.0,772.733406
SPY,2026-08-11 13:49:00+00:00,772.7999,773.0,772.66,772.84,103712.0,1807.0,772.829698
SPY,2026-08-11 13:50:00+00:00,772.835,773.05,772.59,772.6057,81678.0,1428.0,772.873433
SPY,2026-08-11 13:51:00+00:00,772.605,772.77,772.59,772.75,54791.0,1162.0,772.652087
SPY,2026-08-11 13:52:00+00:00,772.7675,773.07,772.6874,773.06,50593.0,896.0,772.822911
SPY,2026-08-11 13:53:00+00:00,773.055,773.14,772.85,773.065,75886.0,1308.0,772.947831
SPY,2026-08-11 13:54:00+00:00,773.0301,773.08,772.84,772.92,35822.0,850.0,772.947636
SPY,2026-08-11 13:55:00+00:00,772.88,773.105,772.8,773.05,48184.0,1006.0,772.92512
SPY,2026-08-11 13:56:00+00:00,773.05,773.32,773.025,773.32,90526.0,1611.0,773.147995
SPY,2026-08-11 13:57:00+00:00,773.33,773.46,773.23,773.41,138595.0,1824.0,773.339167
SPY,2026-08-11 13:58:00+00:00,773.41,773.4499,773.18,773.31,47150.0,967.0,773.345578
SPY,2026-08-11 13:59:00+00:00,773.29,773.64,773.27,773.615,56860.0,1153.0,773.484927
SPY,2026-08-11 14:00:00+00:00,773.615,774.03,773.49,774.029,187013.0,2900.0,773.674408
SPY,2026-08-11 14:01:00+00:00,774.01,774.08,773.85,773.98,57918.0,1291.0,773.955983
SPY,2026-08-11 14:02:00+00:00,774.01,774.02,773.82,773.89,91399.0,1570.0,773.90679
SPY,2026-08-11 14:03:00+00:00,773.9,773.96,773.72,773.9,72280.0,1298.0,773.819086
SPY,2026-08-11 14:04:00+00:00,773.895,773.95,773.81,773.87,45517.0,946.0,773.875553
SPY,2026-08-11 14:05:00+00:00,773.855,773.97,773.6996,773.945,52830.0,1052.0,773.821178
SPY,2026-08-11 14:06:00+00:00,773.93,773.97,773.83,773.85,59522.0,1105.0,773.898146
SPY,2026-08-11 14:07:00+00:00,773.835,773.85,773.56,773.745,104595.0,1398.0,773.73228
SPY,2026-08-11 14:08:00+00:00,773.74,773.78,773.55,773.7,56459.0,1062.0,773.659849
SPY,2026-08-11 14:09:00+00:00,773.75,773.86,773.62,773.79,56576.0,1169.0,773.766775
SPY,2026-08-11 14:10:00+00:00,773.8018,773.9762,773.785,773.83,51980.0,1070.0,773.883532
SPY,2026-08-11 14:11:00+00:00,773.8215,773.85,773.67,773.72,72623.0,1252.0,773.732368
SPY,2026-08-11 14:12:00+00:00,773.695,773.76,773.635,773.7,49286.0,1141.0,773.717314
SPY,2026-08-11 14:13:00+00:00,773.7,773.775,773.59,773.69,42775.0,1014.0,773.694561
SPY,2026-08-11 14:14:00+00:00,773.67,773.8191,773.6,773.78,35530.0,966.0,773.720259
SPY,2026-08-11 14:15:00+00:00,773.8,773.92,773.62,773.875,38750.0,1029.0,773.783179
SPY,2026-08-11 14:16:00+00:00,773.87,773.95,773.7547,773.8,29604.0,1006.0,773.878259
SPY,2026-08-11 14:17:00+00:00,773.81,773.82,773.4507,773.47,35904.0,1093.0,773.681235
SPY,2026-08-11 14:18:00+00:00,773.48,773.62,773.38,773.5499,33554.0,1017.0,773.490965
SPY,2026-08-11 14:19:00+00:00,773.52,773.7333,773.52,773.63,24103.0,1048.0,773.632536
SPY,2026-08-11 14:20:00+00:00,773.64,773.87,773.6201,773.795,29606.0,927.0,773.775416
SPY,2026-08-11 14:21:00+00:00,773.78,773.7979,773.59,773.68,48797.0,1383.0,773.726764
SPY,2026-08-11 14:22:00+00:00,773.695,773.75,773.48,773.49,100562.0,1720.0,773.618732
SPY,2026-08-11 14:23:00+00:00,773.49,773.67,773.49,773.5591,65551.0,1328.0,773.554691
SPY,2026-08-11 14:24:00+00:00,773.54,773.61,773.38,773.405,49182.0,1253.0,773.473379
SPY,2026-08-11 14:25:00+00:00,773.39,773.55,773.33,773.55,80962.0,1386.0,773.447464
SPY,2026-08-11 14:26:00+00:00,773.57,773.61,773.43,773.52,34638.0,1103.0,773.500203
SPY,2026-08-11 14:27:00+00:00,773.53,773.67,773.4,773.5,84759.0,1683.0,773.485414
SPY,2026-08-11 14:28:00+00:00,773.49,773.81,773.46,773.805,106488.0,1976.0,773.58915
SPY,2026-08-11 14:29:00+00:00,773.81,773.9499,773.7,773.87,101619.0,1769.0,773.799557
SPY,2026-08-11 14:30:00+00:00,773.88,773.93,773.5235,773.5235,40964.0,1225.0,773.759
SPY,2026-08-11 14:31:00+00:00,773.52,773.67,773.46,773.56,101697.0,1799.0,773.518314
SPY,2026-08-11 14:32:00+00:00,773.55,773.63,773.51,773.57,32692.0,1069.0,773.589052
SPY,2026-08-11 14:33:00+00:00,773.56,773.7,773.56,773.62,32744.0,1077.0,773.647042
SPY,2026-08-11 14:34:00+00:00,773.6,773.67,773.505,773.67,36891.0,1228.0,773.574374
SPY,2026-08-11 14:35:00+00:00,773.67,773.775,773.59,773.71,29723.0,1070.0,773.691022
SPY,2026-08-11 14:36:00+00:00,773.71,773.73,773.63,773.71,33272.0,1219.0,773.68274
SPY,2026-08-11 14:37:00+00:00,773.71,773.74,773.36,773.41,76504.0,1754.0,773.578897
SPY,2026-08-11 14:38:00+00:00,773.4,773.42,773.21,773.35,124808.0,2082.0,773.322992
SPY,2026-08-11 14:39:00+00:00,773.345,773.45,773.32,773.345,120599.0,1574.0,773.390975
SPY,2026-08-11 14:40:00+00:00,773.37,773.53,773.32,773.52,37290.0,1142.0,773.431311
SPY,2026-08-11 14:41:00+00:00,773.505,773.59,773.44,773.58,29629.0,985.0,773.523392
SPY,2026-08-11 14:42:00+00:00,773.6,773.62,773.29,773.525,38782.0,1175.0,773.455847
SPY,2026-08-11 14:43:00+00:00,773.58,773.605,773.36,773.41,50006.0,1215.0,773.508381
SPY,2026-08-11 14:44:00+00:00,773.42,773.43,773.28,773.3699,48090.0,1428.0,773.364036
SPY,2026-08-11 14:45:00+00:00,773.36,773.58,773.35,773.58,37605.0,1283.0,773.446444
SPY,2026-08-11 14:46:00+00:00,773.59,773.81,773.59,773.74,31575.0,1048.0,773.695471
SPY,2026-08-11 14:47:00+00:00,773.73,773.7778,773.63,773.77,52318.0,1244.0,773.694927
SPY,2026-08-11 14:48:00+00:00,773.76,773.93,773.75,773.9,34799.0,1005.0,773.876862
SPY,2026-08-11 14:49:00+00:00,773.9,773.91,773.77,773.9,387924.0,1127.0,773.868562
SPY,2026-08-11 14:50:00+00:00,773.88,773.89,773.5,773.55,51902.0,1414.0,773.682915
SPY,2026-08-11 14:51:00+00:00,773.545,773.9,773.46,773.87,59742.0,1375.0,773.679938
SPY,2026-08-11 14:52:00+00:00,773.865,774.035,773.8,773.98,51878.0,1316.0,773.928587
SPY,2026-08-11 14:53:00+00:00,773.98,773.99,773.665,773.665,52201.0,1424.0,773.854652
SPY,2026-08-11 14:54:00+00:00,773.68,773.955,773.6799,773.89,46481.0,1219.0,773.794371
SPY,2026-08-11 14:55:00+00:00,773.89,774.03,773.77,773.7899,41166.0,1194.0,773.924712
SPY,2026-08-11 14:56:00+00:00,773.79,773.89,773.7001,773.7001,52716.0,1328.0,773.790116
SPY,2026-08-11 14:57:00+00:00,773.73,773.77,773.68,773.73,68228.0,1246.0,773.714846
SPY,2026-08-11 14:58:00+00:00,773.7431,773.83,773.69,773.71,52920.0,1185.0,773.752365
SPY,2026-08-11 14:59:00+00:00,773.72,773.735,773.545,773.62,57912.0,1201.0,773.671008
SPY,2026-08-11 15:00:00+00:00,773.63,773.8075,773.63,773.76,42444.0,1065.0,773.747374
SPY,2026-08-11 15:01:00+00:00,773.75,773.81,773.7,773.79,34216.0,1038.0,773.764447
SPY,2026-08-11 15:02:00+00:00,773.78,773.79,773.5101,773.5303,34027.0,1068.0,773.667579
SPY,2026-08-11 15:03:00+00:00,773.54,773.59,773.46,773.4877,52600.0,1262.0,773.522281
SPY,2026-08-11 15:04:00+00:00,773.5,773.55,773.375,773.5,46452.0,1176.0,773.439635
SPY,2026-08-11 15:05:00+00:00,773.505,773.5099,773.24,773.275,47840.0,1301.0,773.361074
SPY,2026-08-11 15:06:00+00:00,773.275,773.28,773.0345,773.1,73149.0,1507.0,773.120707
SPY,2026-08-11 15:07:00+00:00,773.105,773.16,773.03,773.0499,56703.0,1334.0,773.093122
SPY,2026-08-11 15:08:00+00:00,773.03,773.07,772.77,772.88,226178.0,1988.0,772.960575
SPY,2026-08-11 15:09:00+00:00,772.875,772.925,772.72,772.805,58182.0,1218.0,772.845224
SPY,2026-08-11 15:10:00+00:00,772.79,772.87,772.75,772.8,66600.0,1384.0,772.812751
SPY,2026-08-11 15:11:00+00:00,772.8,772.82,772.55,772.75,66145.0,1434.0,772.713779
SPY,2026-08-11 15:12:00+00:00,772.74,772.945,772.695,772.83,95234.0,1781.0,772.82723
SPY,2026-08-11 15:13:00+00:00,772.815,772.9,772.61,772.61,74989.0,1641.0,772.785923
SPY,2026-08-11 15:14:00+00:00,772.61,772.7687,772.6,772.66,60583.0,1554.0,772.673078
SPY,2026-08-11 15:15:00+00:00,772.66,772.67,772.515,772.64,52266.0,1470.0,772.598031
SPY,2026-08-11 15:16:00+00:00,772.63,772.68,772.53,772.53,92734.0,1795.0,772.605569
SPY,2026-08-11 15:17:00+00:00,772.54,772.68,772.48,772.4901,79010.0,1500.0,772.54343
SPY,2026-08-11 15:18:00+00:00,772.49,772.49,772.205,772.21,105897.0,1975.0,772.319113
SPY,2026-08-11 15:19:00+00:00,772.21,772.5,772.2,772.45,73555.0,1414.0,772.387616
SPY,2026-08-11 15:20:00+00:00,772.45,772.57,772.4,772.54,54374.0,1218.0,772.494304
SPY,2026-08-11 15:21:00+00:00,772.545,772.785,772.54,772.78,85476.0,1577.0,772.651255
SPY,2026-08-11 15:22:00+00:00,772.77,772.84,772.7001,772.745,62917.0,1529.0,772.780255
SPY,2026-08-11 15:23:00+00:00,772.75,772.75,772.62,772.64,52732.0,1263.0,772.686308
SPY,2026-08-11 15:24:00+00:00,772.63,772.6528,772.48,772.51,42948.0,1175.0,772.551854
SPY,2026-08-11 15:25:00+00:00,772.52,772.62,772.41,772.62,41306.0,1276.0,772.50825
SPY,2026-08-11 15:26:00+00:00,772.6,772.7,772.57,772.62,55919.0,1470.0,772.613587
SPY,2026-08-11 15:27:00+00:00,772.61,772.63,772.46,772.46,55492.0,1300.0,772.548768
SPY,2026-08-11 15:28:00+00:00,772.47,772.54,772.4,772.4226,22595.0,842.0,772.471308
SPY,2026-08-11 15:29:00+00:00,772.45,772.53,772.4,772.401,27074.0,934.0,772.466879
SPY,2026-08-11 15:30:00+00:00,772.41,772.51,772.4,772.51,46639.0,1368.0,772.448831
SPY,2026-08-11 15:31:00+00:00,772.51,772.56,772.35,772.36,35293.0,1130.0,772.478719
SPY,2026-08-11 15:32:00+00:00,772.38,772.49,772.26,772.46,115532.0,1364.0,772.354874
SPY,2026-08-11 15:33:00+00:00,772.49,772.54,772.34,772.37,30573.0,1052.0,772.457428
SPY,2026-08-11 15:34:00+00:00,772.37,772.39,771.805,771.945,110328.0,2512.0,772.06144
SPY,2026-08-11 15:35:00+00:00,771.95,772.11,771.865,772.01,118890.0,1978.0,772.015962
SPY,2026-08-11 15:36:00+00:00,772.0,772.1,771.93,772.05,87823.0,1524.0,772.035276
SPY,2026-08-11 15:37:00+00:00,772.04,772.105,771.87,771.985,78304.0,1458.0,771.962487
SPY,2026-08-11 15:38:00+00:00,771.98,772.06,771.89,771.9852,35620.0,1033.0,771.974501
SPY,2026-08-11 15:39:00+00:00,771.99,772.13,771.75,771.86,76992.0,1487.0,771.882272
SPY,2026-08-11 15:40:00+00:00,771.855,772.03,771.78,771.99,38124.0,1121.0,771.875787
SPY,2026-08-11 15:41:00+00:00,771.99,772.07,771.87,771.98,40358.0,1174.0,771.953051
SPY,2026-08-11 15:42:00+00:00,772.0,772.13,771.8805,772.114,59094.0,1238.0,771.996313
SPY,2026-08-11 15:43:00+00:00,772.12,772.21,772.09,772.18,75105.0,1543.0,772.159965
SPY,2026-08-11 15:44:00+00:00,772.18,772.195,772.02,772.18,84776.0,1627.0,772.131347
SPY,2026-08-11 15:45:00+00:00,772.17,772.1764,772.03,772.09,43822.0,1159.0,772.094307
SPY,2026-08-11 15:46:00+00:00,772.08,772.13,771.98,771.98,54635.0,1309.0,772.046246
SPY,2026-08-11 15:47:00+00:00,771.975,772.03,771.91,771.91,34472.0,1192.0,771.985418
SPY,2026-08-11 15:48:00+00:00,771.92,772.03,771.8905,772.0,36692.0,1038.0,771.966488
SPY,2026-08-11 15:49:00+00:00,772.0,772.1299,771.925,771.995,46051.0,1165.0,772.01374
SPY,2026-08-11 15:50:00+00:00,772.0,772.248,771.99,772.225,50977.0,1221.0,772.117928
SPY,2026-08-11 15:51:00+00:00,772.2201,772.23,771.92,771.93,41344.0,1223.0,772.08484
SPY,2026-08-11 15:52:00+00:00,771.93,771.96,771.83,771.8442,61882.0,1454.0,771.899361
SPY,2026-08-11 15:53:00+00:00,771.84,771.91,771.7709,771.79,46551.0,1204.0,771.843314
SPY,2026-08-11 15:54:00+00:00,771.79,771.88,771.77,771.8399,47466.0,1119.0,771.830945
SPY,2026-08-11 15:55:00+00:00,771.84,771.97,771.79,771.79,71567.0,1545.0,771.88569
SPY,2026-08-11 15:56:00+00:00,771.8,771.93,771.79,771.91,79815.0,1654.0,771.888963
SPY,2026-08-11 15:57:00+00:00,771.9,771.96,771.85,771.86,82237.0,1528.0,771.912448
SPY,2026-08-11 15:58:00+00:00,771.85,772.02,771.83,772.005,44626.0,1068.0,771.9302
SPY,2026-08-11 15:59:00+00:00,772.02,772.14,772.0,772.0,38568.0,1172.0,772.065335
SPY,2026-08-11 16:00:00+00:00,772.03,772.31,772.03,772.29,86141.0,1682.0,772.224878
SPY,2026-08-11 16:01:00+00:00,772.28,772.295,772.05,772.1,46536.0,1345.0,772.209749
SPY,2026-08-11 16:02:00+00:00,772.1,772.19,772.08,772.16,22469.0,947.0,772.133958
SPY,2026-08-11 16:03:00+00:00,772.17,772.18,772.021,772.0304,29067.0,911.0,772.093918
SPY,2026-08-11 16:04:00+00:00,772.0399,772.13,772.01,772.04,29918.0,1016.0,772.056643
SPY,2026-08-11 16:05:00+00:00,772.03,772.348,771.97,772.348,395074.0,1273.0,772.14657
SPY,2026-08-11 16:06:00+00:00,772.35,772.39,772.31,772.315,63442.0,1599.0,772.355007
SPY,2026-08-11 16:07:00+00:00,772.32,772.38,772.24,772.26,75091.0,1840.0,772.322973
SPY,2026-08-11 16:08:00+00:00,772.24,772.31,772.175,772.27,32224.0,1081.0,772.256669
SPY,2026-08-11 16:09:00+00:00,772.28,772.31,772.22,772.31,28929.0,1138.0,772.261408
SPY,2026-08-11 16:10:00+00:00,772.3181,772.33,772.19,772.27,95578.0,1879.0,772.2329
SPY,2026-08-11 16:11:00+00:00,772.29,772.3,772.01,772.11,62928.0,1579.0,772.114991
SPY,2026-08-11 16:12:00+00:00,772.09,772.17,772.04,772.1,21306.0,844.0,772.105464
SPY,2026-08-11 16:13:00+00:00,772.1,772.13,772.06,772.1,23991.0,813.0,772.08766
SPY,2026-08-11 16:14:00+00:00,772.1,772.21,771.93,771.955,104022.0,1562.0,772.029218
SPY,2026-08-11 16:15:00+00:00,771.97,772.15,771.9662,772.1374,21454.0,888.0,772.052287
SPY,2026-08-11 16:16:00+00:00,772.14,772.36,772.1,772.34,39518.0,1204.0,772.250532
SPY,2026-08-11 16:17:00+00:00,772.33,772.45,772.31,772.35,865373.0,1254.0,772.384677
SPY,2026-08-11 16:18:00+00:00,772.35,772.35,772.18,772.23,30894.0,797.0,772.261628
SPY,2026-08-11 16:19:00+00:00,772.215,772.235,772.03,772.08,30020.0,683.0,772.160287
SPY,2026-08-11 16:20:00+00:00,772.08,772.16,772.01,772.05,25187.0,647.0,772.0838
SPY,2026-08-11 16:21:00+00:00,772.0401,772.1294,772.02,772.1294,25556.0,610.0,772.066698
SPY,2026-08-11 16:22:00+00:00,772.12,772.2,772.07,772.16,41192.0,778.0,772.146837
SPY,2026-08-11 16:23:00+00:00,772.17,772.18,772.015,772.02,88954.0,1456.0,772.11282
SPY,2026-08-11 16:24:00+00:00,772.005,772.05,771.63,771.705,116189.0,1894.0,771.846119
SPY,2026-08-11 16:25:00+00:00,771.7,771.7,771.38,771.63,135813.0,2098.0,771.544039
SPY,2026-08-11 16:26:00+00:00,771.62,771.75,771.5,771.66,96607.0,1404.0,771.591051
SPY,2026-08-11 16:27:00+00:00,771.65,771.89,771.64,771.875,175532.0,1052.0,771.74003
SPY,2026-08-11 16:28:00+00:00,771.86,771.86,771.59,771.67,114712.0,1604.0,771.733784
SPY,2026-08-11 16:29:00+00:00,771.69,771.84,771.65,771.819,159493.0,801.0,771.772806
SPY,2026-08-11 16:30:00+00:00,771.8175,771.92,771.76,771.8301,44033.0,964.0,771.824518
SPY,2026-08-11 16:31:00+00:00,771.83,771.83,771.54,771.54,79664.0,1795.0,771.657094
SPY,2026-08-11 16:32:00+00:00,771.56,771.64,771.46,771.505,88458.0,1606.0,771.557907
SPY,2026-08-11 16:33:00+00:00,771.52,771.62,771.515,771.56,52042.0,1045.0,771.554075
SPY,2026-08-11 16:34:00+00:00,771.57,771.63,771.54,771.56,31658.0,796.0,771.587525
SPY,2026-08-11 16:35:00+00:00,771.555,771.77,771.52,771.7399,45731.0,696.0,771.645116
SPY,2026-08-11 16:36:00+00:00,771.7387,771.89,771.738,771.81,68020.0,1215.0,771.814388
SPY,2026-08-11 16:37:00+00:00,771.82,772.01,771.81,771.91,50126.0,1051.0,771.933424
SPY,2026-08-11 16:38:00+00:00,771.91,771.92,771.765,771.87,32579.0,893.0,771.848807
SPY,2026-08-11 16:39:00+00:00,771.86,771.89,771.83,771.87,20145.0,629.0,771.869156
SPY,2026-08-11 16:40:00+00:00,771.86,771.86,771.64,771.74,157080.0,838.0,771.742469
SPY,2026-08-11 16:41:00+00:00,771.73,771.82,771.71,771.73,22038.0,491.0,771.761445
SPY,2026-08-11 16:42:00+00:00,771.71,771.75,771.68,771.71,17806.0,506.0,771.725808
SPY,2026-08-11 16:43:00+00:00,771.71,771.735,771.58,771.58,26666.0,764.0,771.680315
SPY,2026-08-11 16:44:00+00:00,771.58,771.66,771.55,771.58,66930.0,1006.0,771.609463
SPY,2026-08-11 16:45:00+00:00,771.58,771.6,771.45,771.47,33936.0,716.0,771.521684
SPY,2026-08-11 16:46:00+00:00,771.48,771.52,771.3,771.36,51092.0,1079.0,771.38621
SPY,2026-08-11 16:47:00+00:00,771.35,771.41,771.31,771.36,31848.0,675.0,771.368751
SPY,2026-08-11 16:48:00+00:00,771.355,771.39,771.28,771.37,34711.0,713.0,771.318803
SPY,2026-08-11 16:49:00+00:00,771.36,771.5,771.33,771.43,448249.0,932.0,771.429087
SPY,2026-08-11 16:50:00+00:00,771.44,771.56,771.35,771.38,35063.0,796.0,771.450611
SPY,2026-08-11 16:51:00+00:00,771.37,771.47,771.34,771.445,46007.0,798.0,771.396147
SPY,2026-08-11 16:52:00+00:00,771.445,771.48,771.37,771.39,32783.0,744.0,771.43099
SPY,2026-08-11 16:53:00+00:00,771.38,771.41,771.3001,771.33,37240.0,795.0,771.349194
SPY,2026-08-11 16:54:00+00:00,771.33,771.43,771.31,771.38,27853.0,640.0,771.360166
SPY,2026-08-11 16:55:00+00:00,771.38,771.41,771.28,771.29,38792.0,838.0,771.342938
SPY,2026-08-11 16:56:00+00:00,771.29,771.29,771.12,771.195,209403.0,1452.0,771.219974
SPY,2026-08-11 16:57:00+00:00,771.195,771.21,771.11,771.14,91437.0,1384.0,771.154159
SPY,2026-08-11 16:58:00+00:00,771.14,771.21,771.04,771.075,72172.0,1228.0,771.100009
SPY,2026-08-11 16:59:00+00:00,771.07,771.22,771.07,771.14,53054.0,999.0,771.13975
SPY,2026-08-11 17:00:00+00:00,771.15,771.26,770.955,771.02,47727.0,1042.0,771.066977
SPY,2026-08-11 17:01:00+00:00,771.0399,771.1,770.98,771.07,57452.0,654.0,771.0563
SPY,2026-08-11 17:02:00+00:00,771.06,771.06,770.8,770.86,63872.0,1210.0,770.975798
SPY,2026-08-11 17:03:00+00:00,770.865,770.98,770.84,770.98,46573.0,981.0,770.884109
SPY,2026-08-11 17:04:00+00:00,770.99,771.05,770.78,770.785,53579.0,818.0,770.922687
SPY,2026-08-11 17:05:00+00:00,770.78,770.93,770.76,770.84,37903.0,800.0,770.828328
SPY,2026-08-11 17:06:00+00:00,770.83,771.09,770.8275,771.03,36164.0,705.0,770.997757
SPY,2026-08-11 17:07:00+00:00,771.02,771.1,770.95,770.98,38872.0,750.0,771.027961
SPY,2026-08-11 17:08:00+00:00,770.98,771.05,770.89,770.91,35849.0,730.0,770.986073
SPY,2026-08-11 17:09:00+00:00,770.91,770.95,770.85,770.88,50245.0,764.0,770.894361
SPY,2026-08-11 17:10:00+00:00,770.88,770.88,770.72,770.78,47462.0,958.0,770.783661
SPY,2026-08-11 17:11:00+00:00,770.79,770.8,770.505,770.55,71401.0,1363.0,770.650529
SPY,2026-08-11 17:12:00+00:00,770.545,770.55,770.42,770.47,43825.0,862.0,770.475187
SPY,2026-08-11 17:13:00+00:00,770.46,770.49,770.32,770.47,36573.0,839.0,770.434469
SPY,2026-08-11 17:14:00+00:00,770.47,770.55,770.3,770.3266,45939.0,901.0,770.4581
SPY,2026-08-11 17:15:00+00:00,770.31,770.48,770.26,770.445,72852.0,1194.0,770.400228
SPY,2026-08-11 17:16:00+00:00,770.435,770.49,770.33,770.37,47195.0,986.0,770.405729
SPY,2026-08-11 17:17:00+00:00,770.395,770.655,770.39,770.645,58060.0,1149.0,770.577131
SPY,2026-08-11 17:18:00+00:00,770.63,770.7617,770.625,770.68,46384.0,957.0,770.693068
SPY,2026-08-11 17:19:00+00:00,770.67,770.8399,770.64,770.755,61115.0,1010.0,770.761008
SPY,2026-08-11 17:20:00+00:00,770.76,770.8299,770.67,770.74,55179.0,995.0,770.767282
SPY,2026-08-11 17:21:00+00:00,770.75,771.0,770.6,770.94,55494.0,967.0,770.824606
SPY,2026-08-11 17:22:00+00:00,770.94,770.96,770.69,770.73,22974.0,771.0,770.82469
SPY,2026-08-11 17:23:00+00:00,770.7326,770.83,770.65,770.75,31651.0,686.0,770.726449
SPY,2026-08-11 17:24:00+00:00,770.75,770.9,770.715,770.9,26476.0,701.0,770.788953
SPY,2026-08-11 17:25:00+00:00,770.89,771.01,770.72,770.75,34738.0,845.0,770.865391
SPY,2026-08-11 17:26:00+00:00,770.76,770.81,770.7,770.8,29201.0,758.0,770.744045
SPY,2026-08-11 17:27:00+00:00,770.77,770.78,770.66,770.725,23716.0,608.0,770.732794
SPY,2026-08-11 17:28:00+00:00,770.7385,770.95,770.6901,770.88,28530.0,728.0,770.847713
